replay_id,format_id,player_slot,player_name,opponent_name,player_rating,opponent_rating,rating_diff,turns,team_size,team_pokemon,won_battle,sum_hp,mean_hp,sum_attack,mean_attack,sum_defense,mean_defense,sum_sp_attack,mean_sp_attack,sum_sp_defense,mean_sp_defense,sum_speed,mean_speed
gen9ou-2486680241,gen9ou,p2,,mudkinger,,1279.0,,41,6,"Haxorus,Reuniclus,Tyranitar,Mimikyu,Excadrill,Braviary-Hisui",0,561.0,93.5,654.0,109.0,485.0,80.83333333333333,492.0,82.0,495.0,82.5,437.0,72.83333333333333
gen9ou-2486681051,gen9ou,p1,jefc,yesgamerfleet,1446.0,1461.0,-15.0,9,6,"Deoxys-Speed,Glimmora,Zamazenta-*,Ceruledge,Ogerpon-Wellspring,Moltres-Galar",0,470.0,78.33333333333333,600.0,100.0,549.0,91.5,525.0,87.5,607.0,101.16666666666669,689.0,114.83333333333331
gen9ou-2486681051,gen9ou,p2,yesgamerfleet,jefc,1461.0,1446.0,15.0,9,6,"Rillaboom,Hawlucha,Kingambit,Gholdengo,Samurott-Hisui,Dragapult",1,543.0,90.5,640.0,106.66666666666669,535.0,89.16666666666667,527.0,87.83333333333333,449.0,74.83333333333333,564.0,94.0
gen9ou-2486682882,gen9ou,p1,,NotoriousIG,,1356.0,,37,6,"Zamazenta-*,Weezing-Galar,Ting-Lu,Meloetta,Alomomola,Kingambit",0,677.0,112.83333333333331,607.0,101.16666666666669,637.0,106.16666666666669,448.0,74.66666666666667,523.0,87.16666666666667,448.0,74.66666666666667
gen9ou-2486682882,gen9ou,p2,NotoriousIG,,1356.0,,,37,6,"Rotom-Wash,Great Tusk,Klefki,Krookodile,Iron Hands,Kyurem",1,596.0,99.33333333333331,663.0,110.5,607.0,101.16666666666669,483.0,80.5,475.0,79.16666666666667,485.0,80.83333333333333
gen9ou-2486683337,gen9ou,p1,tlakzz,,1625.0,,,15,6,"Iron Moth,Kingambit,Dragonite,Ogerpon-Cornerstone,Iron Valiant,Raging Bolt",1,550.0,91.66666666666669,662.0,110.33333333333331,540.0,90.0,617.0,102.83333333333331,540.0,90.0,541.0,90.16666666666669
gen9ou-2486683337,gen9ou,p2,,tlakzz,,1625.0,,15,6,"Frosmoth,Pincurchin,Raichu-Alola,Iron Hands,Rotom-Wash,Pawmot",0,452.0,75.33333333333333,571.0,95.16666666666669,490.0,81.66666666666667,536.0,89.33333333333333,495.0,82.5,431.0,71.83333333333333
gen9ou-2486683510,gen9ou,p1,CarbMmm,polcasso,1147.0,1108.0,39.0,18,6,"Iron Treads,Corviknight,Primarina,Samurott-Hisui,Heatran,Weezing-Galar",0,514.0,85.66666666666667,561.0,93.5,605.0,100.83333333333331,566.0,94.33333333333331,512.0,85.33333333333333,455.0,75.83333333333333
gen9ou-2486683510,gen9ou,p2,polcasso,CarbMmm,1108.0,1147.0,-39.0,18,6,"Chandelure,Greninja-*,Magnezone,Dragalge,Salamence,Gholdengo",1,449.0,74.83333333333333,490.0,81.66666666666667,537.0,89.5,718.0,119.66666666666669,545.0,90.83333333333331,490.0,81.66666666666667
gen9ou-2486684108,gen9ou,p1,thexonic,Siege125,,,,10,6,"Indeedee,Hatterene,Polteageist,Hawlucha,Maushold,Hoopa-Unbound",1,409.0,68.16666666666667,547.0,91.16666666666669,420.0,70.0,684.0,114.0,580.0,96.66666666666669,503.0,83.83333333333333
gen9ou-2486684108,gen9ou,p2,Siege125,thexonic,,,,10,6,"Lycanroc-Dusk,Kleavor,Diancie,Scizor,Lokix,Glimmora",0,419.0,69.83333333333333,639.0,106.5,578.0,96.33333333333331,437.0,72.83333333333333,501.0,83.5,488.0,81.33333333333333
gen9ou-2486684232,gen9ou,p1,zpj123,,1390.0,,,36,6,"Dragonite,Cinderace,Gholdengo,Ogerpon-Wellspring,Great Tusk,Dragapult",1,541.0,90.16666666666669,681.0,113.5,555.0,92.5,511.0,85.16666666666667,490.0,81.66666666666667,622.0,103.66666666666669
gen9ou-2486684232,gen9ou,p2,,zpj123,,1390.0,,36,6,"Ninetales-Alola,Hatterene,Zamazenta-*,Latias,Volcanion,Kingambit",0,482.0,80.33333333333333,602.0,100.33333333333331,615.0,102.5,597.0,99.5,623.0,103.83333333333331,506.0,84.33333333333333
gen9ou-2486685692,gen9ou,p1,,dr g.silo,,1145.0,,15,6,"Hydreigon,Moltres-Galar,Crawdaunt,Yanmega,Duraludon,Iron Valiant",0,475.0,79.16666666666667,611.0,101.83333333333331,556.0,92.66666666666669,671.0,111.83333333333331,436.0,72.66666666666667,539.0,89.83333333333333
gen9ou-2486685692,gen9ou,p2,dr g.silo,,1145.0,,,15,6,"Ceruledge,Darkrai,Dragonite,Walking Wake,Blaziken,Iron Treads",1,505.0,84.16666666666667,664.0,110.66666666666669,546.0,91.0,602.0,100.33333333333331,513.0,85.5,585.0,97.5
gen9ou-2486686937,gen9ou,p1,Gaeldheal,,,,,32,6,"Hydreigon,Landorus-Therian,Iron Crown,Iron Valiant,Pecharunt,Kingambit",1,533.0,88.83333333333333,675.0,112.5,650.0,108.33333333333331,620.0,103.33333333333331,511.0,85.16666666666667,541.0,90.16666666666669
gen9ou-2486686937,gen9ou,p2,,Gaeldheal,,,,32,6,"Alomomola,Dragonite,Primarina,Blaziken,Ogerpon-Wellspring,Gholdengo",0,583.0,97.16666666666669,583.0,97.16666666666669,498.0,83.0,569.0,94.83333333333331,518.0,86.33333333333333,479.0,79.83333333333333
gen9ou-2486688591,gen9ou,p1,princeboi12,salakdefirst,,,,44,6,"Mimikyu,Phione,Sylveon,Meowscarada,Regidrago,Regirock",1,586.0,97.66666666666669,545.0,90.83333333333331,545.0,90.83333333333331,471.0,78.5,535.0,89.16666666666667,489.0,81.5
gen9ou-2486688591,gen9ou,p2,salakdefirst,princeboi12,,,,44,6,"Mimikyu,Phione,Sylveon,Meowscarada,Regidrago,Regirock",0,586.0,97.66666666666669,545.0,90.83333333333331,545.0,90.83333333333331,471.0,78.5,535.0,89.16666666666667,489.0,81.5
gen9ou-2486689264,gen9ou,p1,,xjdoejwj,,1000.0,,24,6,"Galvantula,Ninetales,Sandslash-Alola,Samurott-Hisui,Gliscor,Hydrapple",0,489.0,81.5,536.0,89.33333333333333,570.0,95.0,468.0,78.0,445.0,74.16666666666667,497.0,82.83333333333333
gen9ou-2486689264,gen9ou,p2,xjdoejwj,,1000.0,,,24,6,"Zangoose,Smeargle,Maushold-Four,Iron Hands,Braviary-Hisui,Registeel",1,546.0,91.0,508.0,84.66666666666667,493.0,82.16666666666667,382.0,63.66666666666666,468.0,78.0,441.0,73.5
gen9ou-2486689418,gen9ou,p1,Maesclo,ROHANG,1283.0,1232.0,51.0,17,6,"Medicham,Slowking-Galar,Zapdos,Ting-Lu,Ogerpon-Wellspring,Great Tusk",1,595.0,99.16666666666669,576.0,96.0,580.0,96.66666666666669,463.0,77.16666666666667,504.0,84.0,452.0,75.33333333333333
gen9ou-2486689418,gen9ou,p2,ROHANG,Maesclo,1232.0,1283.0,-51.0,17,6,"Bronzong,Clodsire,Gholdengo,Pecharunt,Chesnaught,Weavile",0,530.0,88.33333333333333,539.0,89.83333333333333,618.0,103.0,464.0,77.33333333333333,555.0,92.5,414.0,69.0
gen9ou-2486689468,gen9ou,p1,,Siege125,,,,15,6,"Indeedee,Hatterene,Polteageist,Hawlucha,Maushold,Hoopa-Unbound",0,409.0,68.16666666666667,547.0,91.16666666666669,420.0,70.0,684.0,114.0,580.0,96.66666666666669,503.0,83.83333333333333
gen9ou-2486689468,gen9ou,p2,Siege125,,,,,15,6,"Flareon,Kingambit,Zapdos-Galar,Iron Crown,Hatterene,Iron Moth",1,482.0,80.33333333333333,622.0,103.66666666666669,525.0,87.5,638.0,106.33333333333331,606.0,101.0,452.0,75.33333333333333
gen9ou-2486690070,gen9ou,p1,revansubs,,1463.0,,,41,6,"Weavile,Zapdos,Tornadus-Therian,Hatterene,Cinderace,Garchomp",1,484.0,80.66666666666667,646.0,107.66666666666669,495.0,82.5,561.0,93.5,528.0,88.0,596.0,99.33333333333331
gen9ou-2486690070,gen9ou,p2,,revansubs,,1463.0,,41,6,"Ting-Lu,Gliscor,Sinistcha-Masterpiece,Keldeo,Tinkaton,Dragonite",0,568.0,94.66666666666669,546.0,91.0,618.0,103.0,520.0,86.66666666666667,530.0,88.33333333333333,492.0,82.0
gen9ou-2486690553,gen9ou,p1,thenathan_7,MoncefTheW,1089.0,1071.0,18.0,20,6,"Cinderace,Samurott-Hisui,Arcanine-Hisui,Gholdengo,Great Tusk,Iron Valiant",0,541.0,90.16666666666669,660.0,110.0,551.0,91.83333333333331,566.0,94.33333333333331,424.0,70.66666666666667,581.0,96.83333333333331
gen9ou-2486690553,gen9ou,p2,MoncefTheW,thenathan_7,1071.0,1089.0,-18.0,20,6,"Ninetales,Corviknight,Iron Hands,Walking Wake,Iron Valiant,Electrode-Hisui",1,558.0,93.0,566.0,94.33333333333331,539.0,89.83333333333333,509.0,84.83333333333333,476.0,79.33333333333333,592.0,98.66666666666669
gen9ou-2486693131,gen9ou,p1,SaltyCore69,,1415.0,,,6,6,"Walking Wake,Torkoal,Grimmsnarl,Landorus-Therian,Ceruledge,Darkrai",1,498.0,83.0,648.0,108.0,556.0,92.66666666666669,605.0,100.83333333333331,498.0,83.0,490.0,81.66666666666667
gen9ou-2486693131,gen9ou,p2,,SaltyCore69,,1415.0,,6,6,"Deoxys-Speed,Polteageist,Zamazenta-*,Gholdengo,Kyurem,Enamorus",0,488.0,81.33333333333333,585.0,97.5,525.0,87.5,707.0,117.83333333333331,580.0,96.66666666666669,673.0,112.16666666666669
gen9ou-2486695877,gen9ou,p1,,PkDokuDaily,,1641.0,,14,6,"Araquanid,Garchomp,Weezing-Galar,Iron Hands,Ogerpon-Cornerstone,Gyarados",0,570.0,95.0,675.0,112.5,578.0,96.33333333333331,385.0,64.16666666666667,551.0,91.83333333333331,445.0,74.16666666666667
gen9ou-2486695877,gen9ou,p2,PkDokuDaily,,1641.0,,,14,6,"Kyurem,Slowking-Galar,Great Tusk,Raging Bolt,Rillaboom,Kingambit",1,660.0,110.0,659.0,109.83333333333331,602.0,100.33333333333331,550.0,91.66666666666669,497.0,82.83333333333333,422.0,70.33333333333333
gen9ou-2486696008,gen9ou,p1,,waybaloo,,1319.0,,30,6,"Kyurem,Corviknight,Ting-Lu,Dondozo,Zamazenta-*,Clefable",0,715.0,119.16666666666669,617.0,102.83333333333331,623.0,103.83333333333331,478.0,79.66666666666667,525.0,87.5,440.0,73.33333333333333
gen9ou-2486696008,gen9ou,p2,waybaloo,,1319.0,,,30,6,"Araquanid,Gholdengo,Haxorus,Iron Moth,Mamoswine,Iron Valiant",1,495.0,82.5,607.0,101.16666666666669,507.0,84.5,573.0,95.5,523.0,87.16666666666667,529.0,88.16666666666667
gen9ou-2486696534,gen9ou,p1,,YamHaiHum,,1095.0,,28,6,"Raging Bolt,Glimmora,Iron Treads,Dragapult,Kingambit,Kyurem",0,611.0,101.83333333333331,625.0,104.16666666666669,586.0,97.66666666666669,629.0,104.83333333333331,490.0,81.66666666666667,554.0,92.33333333333331
gen9ou-2486696534,gen9ou,p2,YamHaiHum,,1095.0,,,28,6,"Dragapult,Zapdos,Slowking-Galar,Cinderace,Ogerpon-Wellspring,Iron Treads",1,523.0,87.16666666666667,623.0,103.83333333333331,519.0,86.5,532.0,88.66666666666667,516.0,86.0,607.0,101.16666666666669
gen9ou-2486696536,gen9ou,p1,kichess1245,,1404.0,,,15,6,"Great Tusk,Metagross,Grimmsnarl,Pecharunt,Raging Bolt,Ogerpon-Wellspring",1,583.0,97.16666666666669,667.0,111.16666666666669,661.0,110.16666666666669,528.0,88.0,491.0,81.83333333333333,490.0,81.66666666666667
gen9ou-2486696536,gen9ou,p2,,kichess1245,,1404.0,,15,6,"Quaquaval,Barraskewda,Crawdaunt,Pelipper,Slither Wing,Hatterene",0,411.0,68.5,638.0,106.33333333333331,499.0,83.16666666666667,551.0,91.83333333333331,458.0,76.33333333333333,451.0,75.16666666666667
gen9ou-2486697183,gen9ou,p1,CK081,wishname,,,,17,6,"Dondozo,Garganacl,Meowscarada,Skeledirge,Dragapult,Armarouge",1,603.0,100.5,565.0,94.16666666666669,590.0,98.33333333333331,526.0,87.66666666666667,455.0,75.83333333333333,476.0,79.33333333333333
gen9ou-2486697183,gen9ou,p2,wishname,CK081,,,,17,6,"Torkoal,Hatterene,Raging Bolt,Slither Wing,Venusaur,Walking Wake",0,516.0,86.0,548.0,91.33333333333331,579.0,96.5,668.0,111.33333333333331,550.0,91.66666666666669,394.0,65.66666666666667
gen9ou-2486697265,gen9ou,p1,,151htyrneh,,,,16,6,"Tinkaton,Great Tusk,Garganacl,Keldeo-Resolute,Zapdos,Dragapult",0,569.0,94.83333333333331,588.0,98.0,588.0,98.0,522.0,87.0,503.0,83.83333333333333,566.0,94.33333333333331
gen9ou-2486697265,gen9ou,p2,151htyrneh,,,,,16,6,"Archaludon,Samurott-Hisui,Gholdengo,Iron Valiant,Iron Moth,Zamazenta-*",1,513.0,85.5,593.0,98.83333333333331,570.0,95.0,698.0,116.33333333333331,506.0,84.33333333333333,618.0,103.0
gen9ou-2486697462,gen9ou,p1,,cillian1453,,1264.0,,26,6,"Alomomola,Slowking-Galar,Kingambit,Great Tusk,Cinderace,Thundurus-Therian",0,634.0,105.66666666666669,627.0,104.5,556.0,92.66666666666669,473.0,78.83333333333333,448.0,74.66666666666667,452.0,75.33333333333333
gen9ou-2486697462,gen9ou,p2,cillian1453,,1264.0,,,26,6,"Great Tusk,Heatran,Weavile,Primarina,Ogerpon,Pecharunt",1,524.0,87.33333333333333,623.0,103.83333333333331,620.0,103.33333333333331,502.0,83.66666666666667,544.0,90.66666666666669,547.0,91.16666666666669
gen9ou-2486697496,gen9ou,p1,suaiaj,,1316.0,,,15,6,"Blaziken,Kingdra,Serperior,Great Tusk,Grimmsnarl,Cresselia",1,560.0,93.33333333333331,611.0,101.83333333333331,566.0,94.33333333333331,503.0,83.83333333333333,508.0,84.66666666666667,510.0,85.0
gen9ou-2486697496,gen9ou,p2,,suaiaj,,1316.0,,15,6,"Quagsire,Blissey,Toxapex,Sinistcha,Gliscor,Corviknight",0,644.0,107.33333333333331,400.0,66.66666666666667,583.0,97.16666666666669,412.0,68.66666666666667,582.0,97.0,357.0,59.5
gen9ou-2486698222,gen9ou,p1,,arcan96,,1341.0,,40,6,"Great Tusk,Heatran,Weavile,Primarina,Ogerpon,Pecharunt",0,524.0,87.33333333333333,623.0,103.83333333333331,620.0,103.33333333333331,502.0,83.66666666666667,544.0,90.66666666666669,547.0,91.16666666666669
gen9ou-2486698222,gen9ou,p2,arcan96,,1341.0,,,40,6,"Quagsire,Blissey,Toxapex,Sinistcha,Gliscor,Corviknight",1,644.0,107.33333333333331,400.0,66.66666666666667,583.0,97.16666666666669,412.0,68.66666666666667,582.0,97.0,357.0,59.5
gen9ou-2486698657,gen9ou,p1,MoncefTheW,,1080.0,,,2,6,"Ninetales,Corviknight,Iron Hands,Walking Wake,Iron Valiant,Electrode-Hisui",1,558.0,93.0,566.0,94.33333333333331,539.0,89.83333333333333,509.0,84.83333333333333,476.0,79.33333333333333,592.0,98.66666666666669
gen9ou-2486698657,gen9ou,p2,,MoncefTheW,,1080.0,,2,6,"Primarina,Goodra-Hisui,Diancie,Milotic,Dragalge,Hydrapple",0,476.0,79.33333333333333,489.0,81.5,603.0,100.5,653.0,108.83333333333331,744.0,124.0,339.0,56.5
gen9ou-2486699133,gen9ou,p1,wishname,CK081,,,,31,6,"Torkoal,Hatterene,Raging Bolt,Slither Wing,Venusaur,Walking Wake",1,516.0,86.0,548.0,91.33333333333331,579.0,96.5,668.0,111.33333333333331,550.0,91.66666666666669,394.0,65.66666666666667
gen9ou-2486699133,gen9ou,p2,CK081,wishname,,,,31,6,"Dondozo,Garganacl,Skeledirge,Dragapult,Armarouge,Scizor",0,597.0,99.5,585.0,97.5,620.0,103.33333333333331,500.0,83.33333333333333,465.0,77.5,418.0,69.66666666666667
gen9ou-2486700556,gen9ou,p1,,Gaeldheal,,1329.0,,10,6,"Dragapult,Kingambit,Great Tusk,Ogerpon-Wellspring,Kyurem,Deoxys-Speed",0,558.0,93.0,731.0,121.83333333333331,590.0,98.33333333333331,498.0,83.0,489.0,81.5,664.0,110.66666666666669
gen9ou-2486700556,gen9ou,p2,Gaeldheal,,1329.0,,,10,6,"Hydreigon,Landorus-Therian,Iron Crown,Iron Valiant,Pecharunt,Kingambit",1,533.0,88.83333333333333,675.0,112.5,650.0,108.33333333333331,620.0,103.33333333333331,511.0,85.16666666666667,541.0,90.16666666666669
gen9ou-2486700632,gen9ou,p1,elimina8207,ZeroTuNone,1069.0,1041.0,28.0,26,6,"Gliscor,Rotom-Wash,Ogerpon-Wellspring,Scyther,Kyurem,Lilligant-Hisui",0,470.0,78.33333333333333,625.0,104.16666666666669,561.0,93.5,445.0,74.16666666666667,523.0,87.16666666666667,596.0,99.33333333333331
gen9ou-2486700632,gen9ou,p2,ZeroTuNone,elimina8207,1041.0,1069.0,-28.0,26,6,"Cloyster,Ninetales-Alola,Manaphy,Frosmoth,Ogerpon-Cornerstone,Slowking-Galar",1,468.0,78.0,512.0,85.33333333333333,579.0,96.5,561.0,93.5,541.0,90.16666666666669,484.0,80.66666666666667
gen9ou-2486700702,gen9ou,p1,waha8,,1522.0,,,27,6,"Typhlosion-Hisui,Indeedee,Slowking-Galar,Ting-Lu,Cinderace,Torkoal",1,533.0,88.83333333333333,525.0,87.5,553.0,92.16666666666669,539.0,89.83333333333333,515.0,85.83333333333333,404.0,67.33333333333333
gen9ou-2486700702,gen9ou,p2,,waha8,,1522.0,,27,6,"Munkidori,Fezandipiti,Okidogi,Corviknight,Porygon-Z,Toxtricity",0,522.0,87.0,559.0,93.16666666666669,508.0,84.66666666666667,560.0,93.33333333333331,531.0,88.5,517.0,86.16666666666667
gen9ou-2486700761,gen9ou,p1,Mondeydoo,,1147.0,,,18,6,"Golem,Snorlax,Qwilfish,Kommo-o,Zamazenta-*,Porygon2",1,557.0,92.83333333333331,635.0,105.83333333333331,610.0,101.66666666666669,460.0,76.66666666666667,545.0,90.83333333333331,443.0,73.83333333333333
gen9ou-2486700761,gen9ou,p2,,Mondeydoo,,1147.0,,18,6,"Kingambit,Rotom-Heat,Dragapult,Hatterene,Quaquaval,Rillaboom",0,480.0,80.0,655.0,109.16666666666669,567.0,94.5,546.0,91.0,515.0,85.83333333333333,477.0,79.5
gen9ou-2486701480,gen9ou,p1,,GreninjaGlazer53,,,,17,6,"Gliscor,Blissey,Toxapex,Alomomola,Clodsire,Dondozo",0,825.0,137.5,418.0,69.66666666666667,542.0,90.33333333333331,323.0,53.833333333333336,562.0,93.66666666666669,305.0,50.833333333333336
gen9ou-2486701480,gen9ou,p2,GreninjaGlazer53,,,,,17,6,"Ninetales-Alola,Moltres-Galar,Kingambit,Samurott-Hisui,Iron Valiant,Gholdengo",1,514.0,85.66666666666667,585.0,97.5,550.0,91.66666666666669,594.0,99.0,526.0,87.66666666666667,534.0,89.0
gen9ou-2486702276,gen9ou,p1,Trainer #39,LT123VB 87,,,,22,6,"Blissey,Corviknight,Dondozo,Gliscor,Clefable,Slowking-Galar",0,768.0,128.0,427.0,71.16666666666667,508.0,84.66666666666667,443.0,73.83333333333333,560.0,93.33333333333331,342.0,57.0
gen9ou-2486702276,gen9ou,p2,LT123VB 87,Trainer #39,,,,22,6,"Haxorus,Hatterene,Mew,Combusken,Turtwig,Wartortle",1,407.0,67.83333333333333,553.0,92.16666666666669,489.0,81.5,491.0,81.83333333333333,468.0,78.0,370.0,61.66666666666666
gen9ou-2486703787,gen9ou,p1,eIimina8207,,1000.0,,,5,6,"Blissey,Gliscor,Clefable,Dondozo,Corviknight,Toxapex",1,723.0,120.5,425.0,70.83333333333333,580.0,96.66666666666669,386.0,64.33333333333333,592.0,98.66666666666669,347.0,57.833333333333336
gen9ou-2486703787,gen9ou,p2,,eIimina8207,,1000.0,,5,6,"Pelipper,Zapdos,Iron Treads,Kingdra,Hatterene,Poliwrath",0,462.0,77.0,532.0,88.66666666666667,590.0,98.33333333333331,593.0,98.83333333333331,518.0,86.33333333333333,455.0,75.83333333333333
gen9ou-2486703805,gen9ou,p1,151htyrneh,LT123VB 87,,,,26,6,"Archaludon,Samurott-Hisui,Gholdengo,Iron Valiant,Iron Moth,Zamazenta-*",1,513.0,85.5,593.0,98.83333333333331,570.0,95.0,698.0,116.33333333333331,506.0,84.33333333333333,618.0,103.0
gen9ou-2486703805,gen9ou,p2,LT123VB 87,151htyrneh,,,,26,6,"Archaludon,Manaphy,Ninetales-Alola,Iron Valiant,Ceruledge,Hatterene",0,469.0,78.16666666666667,617.0,102.83333333333331,570.0,95.0,622.0,103.66666666666669,528.0,88.0,524.0,87.33333333333333
gen9ou-2486704379,gen9ou,p1,loulsaiyanlvlx,,1166.0,,,23,6,"Blaziken,Enamorus,Zamazenta-*,Dragonite,Kingambit,Raging Bolt",1,562.0,93.66666666666669,697.0,116.16666666666669,561.0,93.5,622.0,103.66666666666669,539.0,89.83333333333333,529.0,88.16666666666667
gen9ou-2486704379,gen9ou,p2,,loulsaiyanlvlx,,1166.0,,23,6,"Scizor,Garganacl,Cinderace,Ogerpon-Wellspring,Pelipper,Rotom-Wash",0,440.0,73.33333333333333,581.0,96.83333333333331,596.0,99.33333333333331,425.0,70.83333333333333,518.0,86.33333333333333,480.0,80.0
gen9ou-2486704841,gen9ou,p1,,nectozma012,,1418.0,,20,6,"Glimmora,Gliscor,Skeledirge,Kingambit,Azumarill,Chesnaught",0,550.0,91.66666666666669,517.0,86.16666666666667,637.0,106.16666666666669,479.0,79.83333333333333,471.0,78.5,411.0,68.5
gen9ou-2486704841,gen9ou,p2,nectozma012,,1418.0,,,20,6,"Dondozo,Darkrai,Glimmora,Hatterene,Kyurem,Landorus-Therian",1,574.0,95.66666666666669,610.0,101.66666666666669,570.0,95.0,701.0,116.83333333333331,509.0,84.83333333333333,461.0,76.83333333333333
gen9ou-2486704981,gen9ou,p1,ProsodiJ,ho3nconfirm3d,1737.0,1691.0,46.0,21,6,"Pelipper,Torkoal,Walking Wake,Tyranitar,Excadrill,Ogerpon-Wellspring",0,519.0,86.5,607.0,101.16666666666669,585.0,97.5,510.0,85.0,484.0,80.66666666666667,453.0,75.5
gen9ou-2486704981,gen9ou,p2,ho3nconfirm3d,ProsodiJ,1691.0,1737.0,-46.0,21,6,"Samurott-Hisui,Landorus-Therian,Iron Treads,Dragapult,Iron Moth,Zamazenta-*",1,529.0,88.16666666666667,675.0,112.5,540.0,90.0,597.0,99.5,515.0,85.83333333333333,672.0,112.0
gen9ou-2486706143,gen9ou,p1,ProsodiJ,,1714.0,,,52,6,"Pelipper,Torkoal,Walking Wake,Tyranitar,Excadrill,Ogerpon-Wellspring",1,519.0,86.5,607.0,101.16666666666669,585.0,97.5,510.0,85.0,484.0,80.66666666666667,453.0,75.5
gen9ou-2486706143,gen9ou,p2,,ProsodiJ,,1714.0,,52,6,"Iron Moth,Umbreon,Garchomp,Glimmora,Gholdengo,Dragonite",0,544.0,90.66666666666669,514.0,85.66666666666667,545.0,90.83333333333331,643.0,107.16666666666669,597.0,99.5,527.0,87.83333333333333
gen9ou-2486706203,gen9ou,p1,Mondeydoo,,1199.0,,,23,6,"Golem,Snorlax,Qwilfish,Kommo-o,Zamazenta-*,Porygon2",1,557.0,92.83333333333331,635.0,105.83333333333331,610.0,101.66666666666669,460.0,76.66666666666667,545.0,90.83333333333331,443.0,73.83333333333333
gen9ou-2486706203,gen9ou,p2,,Mondeydoo,,1199.0,,23,6,"Pelipper,Ludicolo,Barraskewda,Mandibuzz,Kingdra,Politoed",0,476.0,79.33333333333333,478.0,79.66666666666667,505.0,84.16666666666667,485.0,80.83333333333333,510.0,85.0,506.0,84.33333333333333
gen9ou-2486706234,gen9ou,p1,fludermay,,1317.0,,,23,6,"Kingambit,Cinderace,Landorus-Therian,Iron Valiant,Kyurem,Slowking-Galar",1,563.0,93.83333333333331,721.0,120.16666666666669,545.0,90.83333333333331,590.0,98.33333333333331,500.0,83.33333333333333,501.0,83.5
gen9ou-2486706234,gen9ou,p2,,fludermay,,1317.0,,23,6,"Araquanid,Gholdengo,Haxorus,Iron Moth,Mamoswine,Iron Valiant",0,495.0,82.5,607.0,101.16666666666669,507.0,84.5,573.0,95.5,523.0,87.16666666666667,529.0,88.16666666666667
gen9ou-2486708582,gen9ou,p1,,victini0042,,1130.0,,27,6,"Pelipper,Barraskewda,Kingdra,Iron Treads,Ditto,Alomomola",0,499.0,83.16666666666667,503.0,83.83333333333333,503.0,83.83333333333333,410.0,68.33333333333333,378.0,63.0,505.0,84.16666666666667
gen9ou-2486708582,gen9ou,p2,victini0042,,1130.0,,,27,6,"Cinderace,Hatterene,Torkoal,Walking Wake,Rillaboom,Raging Bolt",1,531.0,88.5,572.0,95.33333333333331,582.0,97.0,608.0,101.33333333333331,490.0,81.66666666666667,437.0,72.83333333333333
gen9ou-2486710653,gen9ou,p1,loulsaiyanlvlx,probeywan,1212.0,1214.0,-2.0,26,6,"Ogerpon-Wellspring,Enamorus,Zamazenta-*,Dragonite,Kingambit,Raging Bolt",1,562.0,93.66666666666669,697.0,116.16666666666669,575.0,95.83333333333331,572.0,95.33333333333331,565.0,94.16666666666669,559.0,93.16666666666669
gen9ou-2486710653,gen9ou,p2,probeywan,loulsaiyanlvlx,1214.0,1212.0,2.0,26,6,"Latios,Dragonite,Dondozo,Heatran,Zapdos,Iron Treads",0,592.0,98.66666666666669,616.0,102.66666666666669,601.0,100.16666666666669,622.0,103.66666666666669,541.0,90.16666666666669,508.0,84.66666666666667
gen9ou-2486712384,gen9ou,p1,,Mikaza192yu,,1071.0,,24,6,"Kingambit,Primarina,Clodsire,Lucario,Gliscor,Ogerpon-Wellspring",0,535.0,89.16666666666667,609.0,101.5,533.0,88.83333333333333,451.0,75.16666666666667,542.0,90.33333333333331,425.0,70.83333333333333
gen9ou-2486712384,gen9ou,p2,Mikaza192yu,,1071.0,,,24,6,"Spiritomb,Garganacl,Tropius,Kingambit,Slowking-Galar,Iron Valiant",1,518.0,86.33333333333333,590.0,98.33333333333331,611.0,101.83333333333331,499.0,83.16666666666667,540.0,90.0,317.0,52.833333333333336
gen9ou-2486712683,gen9ou,p1,,BigJulius,,1543.0,,33,6,"Tyranitar,Quaquaval,Garchomp,Zapdos,Serperior,Hatterene",0,515.0,85.83333333333333,639.0,106.5,560.0,93.33333333333331,596.0,99.33333333333331,548.0,91.33333333333331,490.0,81.66666666666667
gen9ou-2486712683,gen9ou,p2,BigJulius,,1543.0,,,33,6,"Skeledirge,Conkeldurr,Glimmora,Scream Tail,Latios,Landorus-Therian",1,576.0,96.0,570.0,95.0,554.0,92.33333333333331,595.0,99.16666666666669,526.0,87.66666666666667,509.0,84.83333333333333
gen9ou-2486713059,gen9ou,p1,victini0042,,1157.0,,,12,6,"Cinderace,Hatterene,Torkoal,Walking Wake,Rillaboom,Raging Bolt",1,531.0,88.5,572.0,95.33333333333331,582.0,97.0,608.0,101.33333333333331,490.0,81.66666666666667,437.0,72.83333333333333
gen9ou-2486713059,gen9ou,p2,,victini0042,,1157.0,,12,6,"Cinderace,Corviknight,Gliscor,Garganacl,Ogerpon-Wellspring,Zamazenta-*",0,525.0,87.5,638.0,106.33333333333331,634.0,105.66666666666669,348.0,58.0,536.0,89.33333333333333,564.0,94.0
gen9ou-2486713486,gen9ou,p1,,fenghaochen,,1366.0,,19,6,"Araquanid,Ogerpon-Wellspring,Dragapult,Great Tusk,Iron Valiant,Kingambit",0,525.0,87.5,706.0,117.66666666666669,592.0,98.66666666666669,443.0,73.83333333333333,501.0,83.5,547.0,91.16666666666669
